kmeans2,kmeans3,kmeans4,kmeans5,kmeans6,lat,lon
mediumseagreen,coral,mediumseagreen,coral,coral,37.7603888134,-122.417577215
mediumseagreen,coral,mediumseagreen,coral,coral,37.7612142237,-122.416070933
mediumseagreen,coral,mediumseagreen,coral,coral,37.7570790191,-122.417260521
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7242085323,-122.460301751
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7432215533,-122.473030392
mediumseagreen,coral,mediumseagreen,coral,coral,37.7588083436,-122.415229421
mediumseagreen,coral,mediumseagreen,coral,coral,37.7589402059,-122.413045094
mediumseagreen,coral,mediumseagreen,coral,coral,37.7580118295,-122.415770264
mediumseagreen,coral,mediumseagreen,coral,coral,37.7622630617,-122.412179604
mediumseagreen,coral,mediumseagreen,coral,coral,37.7639259195,-122.405468776
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7425626183,-122.488025948
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7882184508,-122.418445946
mediumseagreen,coral,mediumseagreen,coral,coral,37.7578884408,-122.417817853
mediumseagreen,coral,mediumseagreen,coral,coral,37.7627583408,-122.41718521
mediumseagreen,coral,mediumseagreen,coral,coral,37.7596123169,-122.415921585
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,yellow,37.7754207067,-122.403404791
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7895016292,-122.41027135
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7246926894,-122.459564595
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.783695227,-122.410791678
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7648181686,-122.469655723
mediumseagreen,coral,mediumseagreen,coral,coral,37.7555244882,-122.418208517
mediumseagreen,coral,mediumseagreen,coral,coral,37.7648250318,-122.412422725
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7607866652,-122.498974694
mediumseagreen,coral,mediumseagreen,coral,coral,37.7594801326,-122.418108926
mediumseagreen,coral,mediumseagreen,coral,coral,37.7594884557,-122.417970955
mediumseagreen,coral,mediumseagreen,coral,coral,37.7594884557,-122.417970955
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7163046735,-122.440593032
coral,mediumseagreen,coral,yellow,yellow,37.7913046529,-122.400180244
coral,mediumseagreen,coral,yellow,yellow,37.790463178,-122.405941469
coral,mediumseagreen,coral,yellow,yellow,37.7965510481,-122.405283981
mediumseagreen,coral,mediumseagreen,coral,coral,37.7258401277,-122.402780926
coral,mediumseagreen,coral,yellow,yellow,37.793524904,-122.405396537
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7755496262,-122.502148729
mediumseagreen,coral,mediumseagreen,coral,coral,37.7108555178,-122.404079634
mediumseagreen,coral,mediumseagreen,coral,coral,37.7611477648,-122.417169895
coral,mediumseagreen,coral,yellow,yellow,37.794611818,-122.403994863
mediumseagreen,coral,mediumseagreen,coral,coral,37.7584203037,-122.418963082
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
mediumseagreen,coral,mediumseagreen,coral,coral,37.7556559649,-122.416025191
coral,mediumseagreen,coral,yellow,yellow,37.7912255174,-122.404195425
coral,mediumseagreen,coral,yellow,yellow,37.7887345764,-122.406886504
coral,mediumseagreen,coral,yellow,yellow,37.7887345764,-122.406886504
coral,mediumseagreen,coral,yellow,yellow,37.7887345764,-122.406886504
coral,mediumseagreen,coral,yellow,yellow,37.7887345764,-122.406886504
coral,mediumseagreen,coral,yellow,yellow,37.7887345764,-122.406886504
coral,mediumseagreen,coral,yellow,yellow,37.7887345764,-122.406886504
coral,mediumseagreen,coral,yellow,yellow,37.7887345764,-122.406886504
coral,mediumseagreen,coral,yellow,yellow,37.7887345764,-122.406886504
coral,mediumseagreen,coral,yellow,yellow,37.7887345764,-122.406886504
mediumseagreen,coral,mediumseagreen,coral,coral,37.7594884557,-122.417970955
coral,mediumseagreen,coral,yellow,yellow,37.7878271137,-122.408384276
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,yellow,37.7887345764,-122.406886504
coral,mediumseagreen,coral,yellow,yellow,37.7887345764,-122.406886504
coral,mediumseagreen,coral,yellow,yellow,37.7887345764,-122.406886504
coral,mediumseagreen,coral,yellow,yellow,37.7887345764,-122.406886504
coral,mediumseagreen,coral,yellow,yellow,37.7887345764,-122.406886504
coral,mediumseagreen,coral,yellow,yellow,37.7887345764,-122.406886504
coral,mediumseagreen,coral,yellow,yellow,37.7887345764,-122.406886504
coral,mediumseagreen,coral,yellow,yellow,37.7887345764,-122.406886504
coral,mediumseagreen,coral,yellow,yellow,37.7887345764,-122.406886504
coral,mediumseagreen,coral,yellow,yellow,37.7887345764,-122.406886504
coral,mediumseagreen,coral,yellow,yellow,37.7887345764,-122.406886504
coral,mediumseagreen,coral,yellow,yellow,37.7887345764,-122.406886504
coral,mediumseagreen,coral,yellow,yellow,37.7887345764,-122.406886504
coral,mediumseagreen,coral,yellow,yellow,37.7887345764,-122.406886504
coral,mediumseagreen,coral,yellow,yellow,37.7887345764,-122.406886504
coral,mediumseagreen,coral,yellow,yellow,37.7887345764,-122.406886504
coral,mediumseagreen,coral,yellow,yellow,37.7887345764,-122.406886504
coral,mediumseagreen,coral,yellow,yellow,37.7878432562,-122.408247356
coral,mediumseagreen,coral,yellow,yellow,37.7878432562,-122.408247356
coral,mediumseagreen,coral,yellow,yellow,37.7863245886,-122.409155387
coral,mediumseagreen,coral,yellow,yellow,37.7754207067,-122.403404791
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7424057567,-122.489090192
coral,mediumseagreen,coral,yellow,yellow,37.7939790012,-122.405490836
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7855804362,-122.412857127
mediumseagreen,coral,mediumseagreen,coral,coral,37.7726948237,-122.422188261
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7423737279,-122.492316502
coral,mediumseagreen,coral,yellow,yellow,37.778632049,-122.410111374
mediumseagreen,coral,mediumseagreen,coral,coral,37.7588520014,-122.416331137
mediumseagreen,coral,mediumseagreen,coral,coral,37.7595544125,-122.416878691
mediumseagreen,coral,mediumseagreen,coral,coral,37.7726948237,-122.422188261
coral,mediumseagreen,coral,yellow,yellow,37.7897596938,-122.404828019
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.732396601,-122.445474781
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7424682354,-122.490170247
mediumseagreen,coral,mediumseagreen,coral,coral,37.7612142237,-122.416070933
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7870966496,-122.410721626
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7859988324,-122.411747372
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7427355501,-122.481592052
coral,mediumseagreen,coral,yellow,yellow,37.7897596938,-122.404828019
coral,mediumseagreen,coral,yellow,yellow,37.7899019823,-122.407114491
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7883351248,-122.416032977
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7625630892,-122.478194247
mediumseagreen,coral,mediumseagreen,coral,coral,37.7621213524,-122.415543548
coral,mediumseagreen,coral,yellow,yellow,37.7878271137,-122.408384276
coral,mediumseagreen,coral,yellow,yellow,37.7754207067,-122.403404791
mediumseagreen,coral,mediumseagreen,coral,coral,37.7644227956,-122.40940833
mediumseagreen,coral,mediumseagreen,coral,coral,37.7594884557,-122.417970955
mediumseagreen,coral,mediumseagreen,coral,coral,37.7595460925,-122.417016664
coral,mediumseagreen,coral,yellow,yellow,37.7837069302,-122.408595111
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,yellow,37.7897596938,-122.404828019
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.788323545,-122.411857033
mediumseagreen,coral,mediumseagreen,coral,coral,37.7108555178,-122.404079634
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7827388378,-122.445217148
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
mediumseagreen,coral,mediumseagreen,coral,coral,37.7594227506,-122.419058868
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.796204621,-122.423682814
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7941711833,-122.403904789
coral,mediumseagreen,coral,yellow,yellow,37.7946373197,-122.406981047
coral,darkviolet,navy,navy,darkviolet,37.7805788609,-122.471250259
coral,mediumseagreen,coral,yellow,yellow,37.7849124714,-122.408648589
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7841847091,-122.418562097
coral,mediumseagreen,coral,yellow,yellow,37.7925067441,-122.409336466
mediumseagreen,coral,mediumseagreen,coral,coral,37.7594884557,-122.417970955
mediumseagreen,coral,mediumseagreen,coral,coral,37.7603453746,-122.416472035
coral,mediumseagreen,coral,yellow,yellow,37.7946646538,-122.404767636
mediumseagreen,coral,mediumseagreen,coral,coral,37.7632161069,-122.419561596
mediumseagreen,coral,darkviolet,darkviolet,navy,37.722349838,-122.43217156
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7752065367,-122.509644694
mediumseagreen,coral,mediumseagreen,coral,coral,37.7596123169,-122.415921585
mediumseagreen,coral,mediumseagreen,coral,coral,37.7578801214,-122.417955822
mediumseagreen,coral,mediumseagreen,coral,coral,37.7605000726,-122.414845139
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
mediumseagreen,coral,mediumseagreen,coral,coral,37.7619674218,-122.417180449
coral,mediumseagreen,coral,yellow,yellow,37.7912255174,-122.404195425
coral,mediumseagreen,coral,yellow,yellow,37.7897596938,-122.404828019
mediumseagreen,coral,mediumseagreen,coral,coral,37.7571005796,-122.417812559
mediumseagreen,coral,mediumseagreen,coral,mediumseagreen,37.773641216,-122.421701514
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
mediumseagreen,coral,mediumseagreen,coral,coral,37.7586968166,-122.417964484
coral,darkviolet,navy,navy,darkviolet,37.7777528845,-122.472707845
mediumseagreen,coral,mediumseagreen,coral,coral,37.7299346936,-122.397744427
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7874861572,-122.418368839
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7141051921,-122.439819027
coral,mediumseagreen,coral,yellow,yellow,37.7909162094,-122.392925908
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7819788534,-122.439329635
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7883351248,-122.416032977
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7855804362,-122.412857127
coral,mediumseagreen,coral,yellow,yellow,37.793524904,-122.405396537
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7184872987,-122.48390412
mediumseagreen,coral,mediumseagreen,coral,coral,37.7586968166,-122.417964484
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7612911364,-122.48503873
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7612911364,-122.48503873
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7612911364,-122.48503873
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7612911364,-122.48503873
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7612911364,-122.48503873
mediumseagreen,coral,mediumseagreen,coral,coral,37.760301234,-122.418120086
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7754207067,-122.403404791
coral,mediumseagreen,coral,yellow,yellow,37.7754207067,-122.403404791
mediumseagreen,darkviolet,navy,navy,darkviolet,37.754082245,-122.481309337
mediumseagreen,darkviolet,navy,navy,darkviolet,37.754082245,-122.481309337
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7535477247,-122.49094436
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7758429042,-122.495731177
coral,darkviolet,navy,navy,darkviolet,37.7774104345,-122.461346511
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7197169663,-122.468510801
mediumseagreen,coral,mediumseagreen,coral,coral,37.7632996946,-122.421733768
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7617306685,-122.47755034
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7617306685,-122.47755034
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7617306685,-122.47755034
mediumseagreen,coral,mediumseagreen,coral,coral,37.7586968166,-122.417964484
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7501922192,-122.504206336
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7501922192,-122.504206336
mediumseagreen,coral,mediumseagreen,coral,coral,37.7603656932,-122.417028392
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7356506399,-122.448307079
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7356506399,-122.448307079
